lat,lon,Empresa,Compañía,,Comuna,Región,Tipo Documento,Nro. Documento,Fecha Documento
-33.44555556,-70.65055556,ENTEL TELEFONIA MOVIL S.A.,Entel,,Santiago,RM,RESOLUCIÓN EXENTA,1116,16/09/2008
-33.84861111,-71.58388889,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Linares,VII,DECRETO NOTIFICADO,616,26/10/2004
-36.61388889,-72.12305556,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Chillán,VIII,DECRETO NOTIFICADO,616,26/10/2004
-37.48083333,-72.34222222,ENTEL PCS TELECOMUNICACIONES S.A.,Entel,,Los Ángeles,VIII,DECRETO NOTIFICADO,616,26/10/2004
-33.03527778,-71.50111111,VTR MOVIL S.A.,VTR,,Viña del Mar,V,DECRETO NOTIFICADO,1563,29/11/2011
-33.58194444,-71.60638889,TELEFONICA MOVILES DE CHILE S.A.,Otros,,San Antonio,V,DECRETO NOTIFICADO,653,3/11/2006
-33.0425,-71.62305556,VTR MOVIL S.A.,VTR,,Valparaíso,V,DECRETO NOTIFICADO,156,26/01/2012
-33.45388889,-70.605,VTR MOVIL S.A.,VTR,,Ñuñoa,RM,DECRETO NOTIFICADO,156,26/01/2012
-33.41416667,-70.595,VTR MOVIL S.A.,VTR,,Las Condes,RM,DECRETO NOTIFICADO,156,26/01/2012
-32.42111111,-71.08444444,CLARO CHILE S.A.,Claro,,Cabildo,V,DECRETO NOTIFICADO,381,9/9/2005
-36.99638889,-72.97972222,CLARO CHILE S.A.,Claro,,Coronel,VIII,DECRETO NOTIFICADO,381,9/9/2005
-33.43388889,-70.59861111,CLARO CHILE S.A.,Claro,,Providencia,RM,DECRETO NOTIFICADO,381,9/9/2005
-33.40305556,-70.59555556,CLARO CHILE S.A.,Claro,,Vitacura,RM,DECRETO NOTIFICADO,381,9/9/2005
-33.43805556,-70.64944444,CLARO CHILE S.A.,Claro,,Santiago,RM,DECRETO NOTIFICADO,381,9/9/2005
-33.47388889,-70.73583333,CLARO CHILE S.A.,Claro,,Maipú,RM,DECRETO NOTIFICADO,381,9/9/2005
-33.45222222,-70.63111111,CLARO CHILE S.A.,Claro,,Santiago,RM,DECRETO NOTIFICADO,381,9/9/2005
-33.44833333,-70.59916667,CLARO CHILE S.A.,Claro,,Ñuñoa,RM,DECRETO NOTIFICADO,381,9/9/2005
-33.44361111,-70.53527778,CLARO CHILE S.A.,Claro,,La Reina,RM,DECRETO NOTIFICADO,381,9/9/2005
-33.4775,-70.54305556,CLARO CHILE S.A.,Claro,,Peñalolén,RM,DECRETO NOTIFICADO,381,9/9/2005
-33.47611111,-70.54361111,CLARO CHILE S.A.,Claro,,Peñalolén,RM,DECRETO NOTIFICADO,381,9/9/2005
-33.45027778,-70.63833333,CLARO CHILE S.A.,Claro,,Santiago,RM,DECRETO NOTIFICADO,381,9/9/2005
-35.04527778,-71.61527778,CLARO CHILE S.A.,Claro,,Rauco,VII,DECRETO NOTIFICADO,381,9/9/2005
-34.81361111,-72.57527778,CLARO CHILE S.A.,Claro,,Vichuquén,VII,DECRETO NOTIFICADO,381,9/9/2005
-38.99888889,-73.12,CLARO CHILE S.A.,Claro,,Teodoro Schmidt,IX,DECRETO NOTIFICADO,381,9/9/2005
-42.13694444,-73.47694444,CLARO CHILE S.A.,Claro,,Curaco de Vélez,X,DECRETO NOTIFICADO,381,9/9/2005
-42.14361111,-73.47944444,CLARO CHILE S.A.,Claro,,Curaco de Vélez,X,DECRETO NOTIFICADO,381,9/9/2005
-33.88,-70.88944444,CLARO CHILE S.A.,Claro,,Paine,RM,DECRETO NOTIFICADO,381,9/9/2005
-33.68194444,-70.98222222,CLARO CHILE S.A.,Claro,,El Monte,RM,DECRETO NOTIFICADO,381,9/9/2005
-32.56972222,-70.72527778,TELEFONICA MOVILES CHILE S.A.,Otros,,Putaendo,V,RESOLUCIÓN EXENTA,3877,24/07/2009
-35.61833333,-72.22111111,TELEFONICA MOVILES CHILE S.A.,Otros,,Empedrado,VII,RESOLUCIÓN EXENTA,3877,24/07/2009
-34.72277778,-71.95555556,TELEFONICA MOVILES CHILE S.A.,Otros,,Paredones,VI,RESOLUCIÓN EXENTA,3877,24/07/2009
-28.85638889,-70.27722222,TELEFONICA MOVILES CHILE S.A.,Otros,,Alto Del Carmen,III,RESOLUCIÓN EXENTA,3877,24/07/2009
-29.35305556,-71.09027778,TELEFONICA MOVILES CHILE S.A.,Otros,,La Higuera,IV,RESOLUCIÓN EXENTA,3877,24/07/2009
-32.55138889,-70.69333333,TELEFONICA MOVILES CHILE S.A.,Otros,,Putaendo,V,RESOLUCIÓN EXENTA,3877,24/07/2009
-32.50722222,-70.59138889,TELEFONICA MOVILES CHILE S.A.,Otros,,Putaendo,V,RESOLUCIÓN EXENTA,3877,24/07/2009
-35.57388889,-72.55916667,TELEFONICA MOVILES CHILE S.A.,Otros,,Chanco,VII,RESOLUCIÓN EXENTA,3877,24/07/2009
-29.43666667,-71.29472222,TELEFONICA MOVILES CHILE S.A.,Otros,,La Higuera,IV,RESOLUCIÓN EXENTA,3877,24/07/2009
-32.56972222,-70.72527778,TELEFONICA MOVILES CHILE S.A.,Otros,,Putaendo,V,RESOLUCIÓN EXENTA,3878,24/07/2009
-35.61833333,-72.22111111,TELEFONICA MOVILES CHILE S.A.,Otros,,Empedrado,VII,RESOLUCIÓN EXENTA,3878,24/07/2009
-34.72277778,-71.95555556,TELEFONICA MOVILES CHILE S.A.,Otros,,Paredones,VI,RESOLUCIÓN EXENTA,3878,24/07/2009
-28.85638889,-70.27722222,TELEFONICA MOVILES CHILE S.A.,Otros,,Alto Del Carmen,III,RESOLUCIÓN EXENTA,3878,24/07/2009
-29.35305556,-71.09027778,TELEFONICA MOVILES CHILE S.A.,Otros,,La Higuera,IV,RESOLUCIÓN EXENTA,3878,24/07/2009
-29.43666667,-71.29472222,TELEFONICA MOVILES CHILE S.A.,Otros,,La Higuera,IV,RESOLUCIÓN EXENTA,3878,24/07/2009
-32.55138889,-70.69333333,TELEFONICA MOVILES CHILE S.A.,Otros,,Putaendo,V,RESOLUCIÓN EXENTA,3878,24/07/2009
-32.50722222,-70.59138889,TELEFONICA MOVILES CHILE S.A.,Otros,,Putaendo,V,RESOLUCIÓN EXENTA,3878,24/07/2009
-35.57388889,-72.55916667,TELEFONICA MOVILES CHILE S.A.,Otros,,Chanco,VII,RESOLUCIÓN EXENTA,3878,24/07/2009
-23.51091667,-70.39997222,TELEFONICA MOVILES CHILE S.A.,Otros,,Antofagasta,II,DECRETO NOTIFICADO,667,8/11/2013
-35.32,-72.40944444,TELEFONICA MOVILES CHILE S.A.,Otros,,Constitución,VII,DECRETO NOTIFICADO,337,4/6/2013
-26.285,-70.64138889,TELEFONICA MOVILES CHILE S.A.,Otros,,Chañaral,III,DECRETO NOTIFICADO,337,4/6/2013
-34.3342,-71.8754,TELEFONICA MOVILES CHILE S.A.,Otros,,Pichilemu,VI,DECRETO NOTIFICADO,337,4/6/2013
-41.76222222,-73.1375,TELEFONICA MOVILES CHILE S.A.,Otros,,Calbuco,X,DECRETO NOTIFICADO,337,4/6/2013
-42.4808,-73.8449,TELEFONICA MOVILES CHILE S.A.,Otros,,Castro,X,DECRETO NOTIFICADO,337,4/6/2013
-45.57694444,-72.05833333,TELEFONICA MOVILES CHILE S.A.,Otros,,Coyhaique,XI,DECRETO NOTIFICADO,337,4/6/2013
-22.9153,-69.3432,TELEFONICA MOVILES CHILE S.A.,Otros,,Sierra Gorda,II,DECRETO NOTIFICADO,337,4/6/2013
-27.05833333,-70.83444444,TELEFONICA MOVILES CHILE S.A.,Otros,,Caldera,III,DECRETO NOTIFICADO,337,4/6/2013
-39.8606,-72.842,TELEFONICA MOVILES CHILE S.A.,Otros,,Los Lagos,XIV,DECRETO NOTIFICADO,337,4/6/2013
-36.6364,-72.7952,TELEFONICA MOVILES CHILE S.A.,Otros,,Tomé,VIII,DECRETO NOTIFICADO,337,4/6/2013
-33.4063,-70.7357,TELEFONICA MOVILES CHILE S.A.,Otros,,Renca,RM,DECRETO NOTIFICADO,337,4/6/2013
-34.7174,-71.9572,TELEFONICA MOVILES CHILE S.A.,Otros,,Paredones,VI,DECRETO NOTIFICADO,337,4/6/2013
-33.4977,-70.7223,TELEFONICA MOVILES CHILE S.A.,Otros,,Cerrillos,RM,DECRETO NOTIFICADO,337,4/6/2013
-41.8315,-73.9723,TELEFONICA MOVILES CHILE S.A.,Otros,,Ancud,X,DECRETO NOTIFICADO,337,4/6/2013
-22.44580556,-68.91188889,TELEFONICA MOVILES CHILE S.A.,Otros,,Calama,II,DECRETO NOTIFICADO,337,4/6/2013
-33.2058,-71.6632,TELEFONICA MOVILES CHILE S.A.,Otros,,Valparaíso,V,DECRETO NOTIFICADO,337,4/6/2013
-32.7918,-71.5389,TELEFONICA MOVILES CHILE S.A.,Otros,,Quintero,V,DECRETO NOTIFICADO,337,4/6/2013
-39.3749,-72.1966,TELEFONICA MOVILES CHILE S.A.,Otros,,Villarrica,IX,DECRETO NOTIFICADO,337,4/6/2013
-33.45522222,-70.94819444,TELEFONICA MOVILES CHILE S.A.,Otros,,Pudahuel,RM,DECRETO NOTIFICADO,337,4/6/2013
-32.7913,-71.1884,TELEFONICA MOVILES CHILE S.A.,Otros,,Calera,V,DECRETO NOTIFICADO,337,4/6/2013
-33.0315,-71.5787,TELEFONICA MOVILES CHILE S.A.,Otros,,Viña del Mar,V,DECRETO NOTIFICADO,337,4/6/2013
-33.62697222,-70.76436111,TELEFONICA MOVILES CHILE S.A.,Otros,,Calera de Tango,RM,DECRETO NOTIFICADO,337,4/6/2013
-37.84916667,-73.37222222,TELEFONICA MOVILES CHILE S.A.,Otros,,Cañete,VIII,DECRETO NOTIFICADO,337,4/6/2013
-42.55472222,-73.82305556,TELEFONICA MOVILES CHILE S.A.,Otros,,Chonchi,X,DECRETO NOTIFICADO,337,4/6/2013
-43.09611111,-73.58527778,TELEFONICA MOVILES CHILE S.A.,Otros,,Quellón,X,DECRETO NOTIFICADO,337,4/6/2013
-33.0407,-71.474,TELEFONICA MOVILES CHILE S.A.,Otros,,Quilpué,V,DECRETO NOTIFICADO,337,4/6/2013
-33.2642,-71.4114,TELEFONICA MOVILES CHILE S.A.,Otros,,Casablanca,V,DECRETO NOTIFICADO,337,4/6/2013
-33.1167,-71.6849,TELEFONICA MOVILES CHILE S.A.,Otros,,Valparaíso,V,DECRETO NOTIFICADO,337,4/6/2013
-33.0216,-71.5146,TELEFONICA MOVILES CHILE S.A.,Otros,,Viña del Mar,V,DECRETO NOTIFICADO,337,4/6/2013
-30.2108,-71.3749,TELEFONICA MOVILES CHILE S.A.,Otros,,Coquimbo,IV,DECRETO NOTIFICADO,337,4/6/2013
-33.4138,-71.4828,TELEFONICA MOVILES CHILE S.A.,Otros,,Casablanca,V,DECRETO NOTIFICADO,337,4/6/2013
-33.42861111,-70.65277778,TELEFONICA MOVILES CHILE S.A.,Otros,,Santiago,RM,DECRETO NOTIFICADO,337,4/6/2013
-26.38619444,-70.06113889,TELEFONICA MOVILES CHILE S.A.,Otros,,Diego de Almagro,III,DECRETO NOTIFICADO,337,4/6/2013
-33.01111111,-71.55388889,TELEFONICA MOVILES CHILE S.A.,Otros,,Viña del Mar,V,DECRETO NOTIFICADO,337,4/6/2013
-38.8294,-71.735,TELEFONICA MOVILES CHILE S.A.,Otros,,Melipeuco,IX,DECRETO NOTIFICADO,337,4/6/2013
-21.1276,-70.1245,TELEFONICA MOVILES CHILE S.A.,Otros,,Iquique,I,DECRETO NOTIFICADO,337,4/6/2013
-23.6514,-70.3901,TELEFONICA MOVILES CHILE S.A.,Otros,,Antofagasta,II,DECRETO NOTIFICADO,337,4/6/2013
-33.4024,-71.1281,TELEFONICA MOVILES CHILE S.A.,Otros,,Curacaví,RM,DECRETO NOTIFICADO,337,4/6/2013
-33.82927778,-71.32047222,TELEFONICA MOVILES CHILE S.A.,Otros,,Melipilla,RM,DECRETO NOTIFICADO,337,4/6/2013
-21.9032,-68.8139,TELEFONICA MOVILES CHILE S.A.,Otros,,Calama,II,DECRETO NOTIFICADO,337,4/6/2013
-45.4311,-72.7606,TELEFONICA MOVILES CHILE S.A.,Otros,,Aysén,XI,DECRETO NOTIFICADO,337,4/6/2013
-33.51783333,-70.55366667,TELEFONICA MOVILES CHILE S.A.,Otros,,La Florida,RM,DECRETO NOTIFICADO,337,4/6/2013
-35.3064,-71.5167,TELEFONICA MOVILES CHILE S.A.,Otros,,San Rafael,VII,DECRETO NOTIFICADO,337,4/6/2013
-33.43,-70.67583333,TELEFONICA MOVILES CHILE S.A.,Otros,,Santiago,RM,DECRETO NOTIFICADO,337,4/6/2013
-34.3168,-71.5415,TELEFONICA MOVILES CHILE S.A.,Otros,,Marchihue,VI,DECRETO NOTIFICADO,337,4/6/2013
-35.4419,-71.6465,TELEFONICA MOVILES CHILE S.A.,Otros,,Talca,VII,DECRETO NOTIFICADO,337,4/6/2013
-29.8979,-71.1629,TELEFONICA MOVILES CHILE S.A.,Otros,,La Serena,IV,DECRETO NOTIFICADO,337,4/6/2013
-34.7116,-71.0472,TELEFONICA MOVILES CHILE S.A.,Otros,,Chimbarongo,VI,DECRETO NOTIFICADO,337,4/6/2013
-29.8426,-70.4976,TELEFONICA MOVILES CHILE S.A.,Otros,,Vicuña,IV,DECRETO NOTIFICADO,337,4/6/2013
-40.345,-72.4835,TELEFONICA MOVILES CHILE S.A.,Otros,,Lago Ranco,XIV,DECRETO NOTIFICADO,337,4/6/2013
-23.6521,-70.3983,TELEFONICA MOVILES CHILE S.A.,Otros,,Antofagasta,II,DECRETO NOTIFICADO,337,4/6/2013
-33.49194444,-70.65222222,TELEFONICA MOVILES CHILE S.A.,Otros,,San Miguel,RM,DECRETO NOTIFICADO,337,4/6/2013
-53.13288889,-70.90888889,TELEFONICA MOVILES CHILE S.A.,Otros,,Punta Arenas,XII,DECRETO NOTIFICADO,337,4/6/2013
-33.54083333,-70.77583333,TELEFONICA MOVILES CHILE S.A.,Otros,,Maipú,RM,DECRETO NOTIFICADO,337,4/6/2013
-33.92611111,-71.73361111,TELEFONICA MOVILES CHILE S.A.,Otros,,Santo Domingo,V,DECRETO NOTIFICADO,337,4/6/2013
-41.47833333,-72.95638889,TELEFONICA MOVILES CHILE S.A.,Otros,,Puerto Montt,X,DECRETO NOTIFICADO,337,4/6/2013
-31.1492,-70.9625,TELEFONICA MOVILES CHILE S.A.,Otros,,Combarbalá,IV,DECRETO NOTIFICADO,337,4/6/2013
-37.3666,-71.6253,TELEFONICA MOVILES CHILE S.A.,Otros,,Antuco,VIII,DECRETO NOTIFICADO,337,4/6/2013
-33.41166667,-70.71638889,TELEFONICA MOVILES CHILE S.A.,Otros,,Cerro Navia,RM,DECRETO NOTIFICADO,337,4/6/2013
-23.1012,-70.4403,TELEFONICA MOVILES CHILE S.A.,Otros,,Mejillones,II,DECRETO NOTIFICADO,337,4/6/2013
-29.9547,-71.2911,TELEFONICA MOVILES CHILE S.A.,Otros,,Coquimbo,IV,DECRETO NOTIFICADO,337,4/6/2013
-34.1379,-70.736,TELEFONICA MOVILES CHILE S.A.,Otros,,Rancagua,VI,DECRETO NOTIFICADO,337,4/6/2013
-33.49916667,-70.65194444,TELEFONICA MOVILES CHILE S.A.,Otros,,San Miguel,RM,DECRETO NOTIFICADO,337,4/6/2013
-39.73186111,-73.11427778,TELEFONICA MOVILES CHILE S.A.,Otros,,Valdivia,XIV,DECRETO NOTIFICADO,337,4/6/2013
-33.57111111,-70.55472222,TELEFONICA MOVILES CHILE S.A.,Otros,,Puente Alto,RM,DECRETO NOTIFICADO,337,4/6/2013
-35.4316,-71.3383,TELEFONICA MOVILES CHILE S.A.,Otros,,Pelarco,VII,DECRETO NOTIFICADO,337,4/6/2013
-39.5489,-72.0088,TELEFONICA MOVILES CHILE S.A.,Otros,,Panguipulli,XIV,DECRETO NOTIFICADO,337,4/6/2013
-18.3559,-70.3269,TELEFONICA MOVILES CHILE S.A.,Otros,,Arica,XV,DECRETO NOTIFICADO,337,4/6/2013
-32.32027778,-70.99111111,TELEFONICA MOVILES CHILE S.A.,Otros,,Cabildo,V,DECRETO NOTIFICADO,337,4/6/2013
-23.6343,-70.3941,TELEFONICA MOVILES CHILE S.A.,Otros,,Antofagasta,II,DECRETO NOTIFICADO,337,4/6/2013
-20.25166667,-70.10138889,TELEFONICA MOVILES CHILE S.A.,Otros,,Alto Hospicio,I,DECRETO NOTIFICADO,337,4/6/2013
-33.05230556,-71.4255,TELEFONICA MOVILES CHILE S.A.,Otros,,Quilpué,V,DECRETO NOTIFICADO,337,4/6/2013
-18.475,-70.3143,TELEFONICA MOVILES CHILE S.A.,Otros,,Arica,XV,DECRETO NOTIFICADO,337,4/6/2013
-29.9425,-71.34055556,TELEFONICA MOVILES CHILE S.A.,Otros,,Coquimbo,IV,DECRETO NOTIFICADO,337,4/6/2013
-34.1375,-70.72777778,TELEFONICA MOVILES CHILE S.A.,Otros,,Rancagua,VI,DECRETO NOTIFICADO,337,4/6/2013
-38.06888889,-73.22944444,TELEFONICA MOVILES CHILE S.A.,Otros,,Contulmo,VIII,DECRETO NOTIFICADO,337,4/6/2013
-33.42255556,-70.64522222,TELEFONICA MOVILES CHILE S.A.,Otros,,Recoleta,RM,DECRETO NOTIFICADO,337,4/6/2013
-33.03388889,-71.48222222,TELEFONICA MOVILES CHILE S.A.,Otros,,Quilpué,V,DECRETO NOTIFICADO,337,4/6/2013
-36.6034,-72.1206,TELEFONICA MOVILES CHILE S.A.,Otros,,Chillán,VIII,DECRETO NOTIFICADO,337,4/6/2013
-38.028,-73.077,TELEFONICA MOVILES CHILE S.A.,Otros,,Purén,IX,DECRETO NOTIFICADO,337,4/6/2013
-33.4873,-70.6016,TELEFONICA MOVILES CHILE S.A.,Otros,,Macul,RM,DECRETO NOTIFICADO,337,4/6/2013
-36.8404,-73.0855,TELEFONICA MOVILES CHILE S.A.,Otros,,San Pedro de la Paz,VIII,DECRETO NOTIFICADO,337,4/6/2013
-22.61305556,-68.68555556,TELEFONICA MOVILES CHILE S.A.,Otros,,San Pedro de Atacama,II,DECRETO NOTIFICADO,337,4/6/2013
-24.02916667,-70.25638889,TELEFONICA MOVILES CHILE S.A.,Otros,,Antofagasta,II,DECRETO NOTIFICADO,337,4/6/2013
-24.44,-70.03277778,TELEFONICA MOVILES CHILE S.A.,Otros,,Antofagasta,II,DECRETO NOTIFICADO,337,4/6/2013
-29.88027778,-71.24166667,TELEFONICA MOVILES CHILE S.A.,Otros,,La Serena,IV,DECRETO NOTIFICADO,337,4/6/2013
-36.66675,-72.49947222,TELEFONICA MOVILES CHILE S.A.,Otros,,Ranquil,VIII,DECRETO NOTIFICADO,337,4/6/2013
-35.6879,-71.9168,TELEFONICA MOVILES CHILE S.A.,Otros,,San Javier,VII,DECRETO NOTIFICADO,337,4/6/2013
-23.18611111,-67.99861111,TELEFONICA MOVILES CHILE S.A.,Otros,,San Pedro de Atacama,II,DECRETO NOTIFICADO,337,4/6/2013
-34.0344,-70.6622,TELEFONICA MOVILES CHILE S.A.,Otros,,Codegua,VI,DECRETO NOTIFICADO,337,4/6/2013
-38.7412,-72.4155,TELEFONICA MOVILES CHILE S.A.,Otros,,Padre Las Casas,IX,DECRETO NOTIFICADO,337,4/6/2013
-32.9835,-71.545,TELEFONICA MOVILES CHILE S.A.,Otros,,Valparaíso,V,DECRETO NOTIFICADO,337,4/6/2013
-23.3287,-70.2736,TELEFONICA MOVILES CHILE S.A.,Otros,,Antofagasta,II,DECRETO NOTIFICADO,337,4/6/2013
-40.281,-72.2833,TELEFONICA MOVILES CHILE S.A.,Otros,,Lago Ranco,XIV,DECRETO NOTIFICADO,337,4/6/2013
-20.8111,-70.1875,TELEFONICA MOVILES CHILE S.A.,Otros,,Iquique,I,DECRETO NOTIFICADO,337,4/6/2013
-22.3334,-68.6527,TELEFONICA MOVILES CHILE S.A.,Otros,,Calama,II,DECRETO NOTIFICADO,337,4/6/2013
-33.42638889,-70.60138889,TELEFONICA MOVILES CHILE S.A.,Otros,,Providencia,RM,DECRETO NOTIFICADO,337,4/6/2013
-40.2586,-73.0324,TELEFONICA MOVILES CHILE S.A.,Otros,,La Unión,XIV,DECRETO NOTIFICADO,337,4/6/2013
-38.9313,-72.0245,TELEFONICA MOVILES CHILE S.A.,Otros,,Cunco,IX,DECRETO NOTIFICADO,337,4/6/2013
-45.63027778,-72.09361111,TELEFONICA MOVILES CHILE S.A.,Otros,,Coyhaique,XI,DECRETO NOTIFICADO,337,4/6/2013
-33.05333333,-71.6025,TELEFONICA MOVILES CHILE S.A.,Otros,,Valparaíso,V,DECRETO NOTIFICADO,337,4/6/2013
-29.96055556,-71.33944444,TELEFONICA MOVILES CHILE S.A.,Otros,,Coquimbo,IV,DECRETO NOTIFICADO,337,4/6/2013
-36.9393,-72.3473,TELEFONICA MOVILES CHILE S.A.,Otros,,Pemuco,VIII,DECRETO NOTIFICADO,337,4/6/2013
-37.8342,-72.3833,TELEFONICA MOVILES CHILE S.A.,Otros,,Mulchén,VIII,DECRETO NOTIFICADO,337,4/6/2013
-33.4835,-70.5289,TELEFONICA MOVILES CHILE S.A.,Otros,,Peñalolén,RM,DECRETO NOTIFICADO,337,4/6/2013
-33.0416,-71.6348,TELEFONICA MOVILES CHILE S.A.,Otros,,Valparaíso,V,DECRETO NOTIFICADO,337,4/6/2013
-38.641,-72.7871,TELEFONICA MOVILES CHILE S.A.,Otros,,Cholchol,IX,DECRETO NOTIFICADO,337,4/6/2013
-33.5734,-70.5596,TELEFONICA MOVILES CHILE S.A.,Otros,,Puente Alto,RM,DECRETO NOTIFICADO,337,4/6/2013
-33.0317,-71.5841,TELEFONICA MOVILES CHILE S.A.,Otros,,Valparaíso,V,DECRETO NOTIFICADO,337,4/6/2013
-29.90055556,-71.245,TELEFONICA MOVILES CHILE S.A.,Otros,,La Serena,IV,DECRETO NOTIFICADO,337,4/6/2013
-37.155,-73.5825,TELEFONICA MOVILES CHILE S.A.,Otros,,Arauco,VIII,DECRETO NOTIFICADO,337,4/6/2013
-36.5582,-71.5533,TELEFONICA MOVILES CHILE S.A.,Otros,,San Fabián,VIII,DECRETO NOTIFICADO,337,4/6/2013
-36.7431,-73.0966,TELEFONICA MOVILES CHILE S.A.,Otros,,Talcahuano,VIII,DECRETO NOTIFICADO,337,4/6/2013
-33.4497,-70.8575,TELEFONICA MOVILES CHILE S.A.,Otros,,Pudahuel,RM,DECRETO NOTIFICADO,337,4/6/2013
-22.6637,-69.151,TELEFONICA MOVILES CHILE S.A.,Otros,,Calama,II,DECRETO NOTIFICADO,337,4/6/2013
-29.9885,-71.3348,TELEFONICA MOVILES CHILE S.A.,Otros,,Coquimbo,IV,DECRETO NOTIFICADO,337,4/6/2013
-27.3223,-70.3944,TELEFONICA MOVILES CHILE S.A.,Otros,,Copiapó,III,DECRETO NOTIFICADO,337,4/6/2013
-33.935,-70.6513,TELEFONICA MOVILES CHILE S.A.,Otros,,Paine,RM,DECRETO NOTIFICADO,337,4/6/2013
-40.6067,-72.8273,TELEFONICA MOVILES CHILE S.A.,Otros,,Puyehue,X,DECRETO NOTIFICADO,337,4/6/2013
-30.6572,-71.1154,TELEFONICA MOVILES CHILE S.A.,Otros,,Ovalle,IV,DECRETO NOTIFICADO,337,4/6/2013
-38.9825,-72.92361111,TELEFONICA MOVILES CHILE S.A.,Otros,,Teodoro Schmidt,IX,DECRETO NOTIFICADO,337,4/6/2013
-33.41333333,-70.70194444,TELEFONICA MOVILES CHILE S.A.,Otros,,Quinta Normal,RM,DECRETO NOTIFICADO,337,4/6/2013
-33.5594,-70.76790556,TELEFONICA MOVILES CHILE S.A.,Otros,,Maipú,RM,DECRETO NOTIFICADO,337,4/6/2013
-29.8998,-71.2476,TELEFONICA MOVILES CHILE S.A.,Otros,,La Serena,IV,DECRETO NOTIFICADO,337,4/6/2013
-33.475,-70.57638889,TELEFONICA MOVILES CHILE S.A.,Otros,,Macul,RM,DECRETO NOTIFICADO,337,4/6/2013
-34.9431,-71.2043,TELEFONICA MOVILES CHILE S.A.,Otros,,Curicó,VII,DECRETO NOTIFICADO,337,4/6/2013
-20.0725,-69.38111111,TELEFONICA MOVILES CHILE S.A.,Otros,,Pozo Almonte,I,DECRETO NOTIFICADO,337,4/6/2013
-33.01972222,-71.55222222,TELEFONICA MOVILES CHILE S.A.,Otros,,Viña del Mar,V,DECRETO NOTIFICADO,337,4/6/2013
-33.47691667,-70.64705556,TELEFONICA MOVILES CHILE S.A.,Otros,,San Miguel,RM,DECRETO NOTIFICADO,337,4/6/2013
-37.208,-73.2257,TELEFONICA MOVILES CHILE S.A.,Otros,,Arauco,VIII,DECRETO NOTIFICADO,337,4/6/2013
-41.1096,-72.6266,TELEFONICA MOVILES CHILE S.A.,Otros,,Puerto Octay,X,DECRETO NOTIFICADO,337,4/6/2013
-29.9842,-71.3469,TELEFONICA MOVILES CHILE S.A.,Otros,,Coquimbo,IV,DECRETO NOTIFICADO,337,4/6/2013
-33.50888889,-70.55583333,TELEFONICA MOVILES CHILE S.A.,Otros,,La Florida,RM,DECRETO NOTIFICADO,337,4/6/2013
-36.1383,-72.7956,TELEFONICA MOVILES CHILE S.A.,Otros,,Cobquecura,VIII,DECRETO NOTIFICADO,337,4/6/2013
-33.0721,-71.4302,TELEFONICA MOVILES CHILE S.A.,Otros,,Quilpué,V,DECRETO NOTIFICADO,337,4/6/2013
-22.43222222,-68.92083333,TELEFONICA MOVILES CHILE S.A.,Otros,,Calama,II,DECRETO NOTIFICADO,337,4/6/2013
-47.24944444,-72.58083333,TELEFONICA MOVILES CHILE S.A.,Otros,,Cochrane,XI,DECRETO NOTIFICADO,337,4/6/2013
-33.48805556,-70.61527778,TELEFONICA MOVILES CHILE S.A.,Otros,,Macul,RM,DECRETO NOTIFICADO,337,4/6/2013
-31.9458,-71.4686,TELEFONICA MOVILES CHILE S.A.,Otros,,Los Vilos,IV,DECRETO NOTIFICADO,337,4/6/2013
-33.45888889,-70.57083333,TELEFONICA MOVILES CHILE S.A.,Otros,,La Reina,RM,DECRETO NOTIFICADO,337,4/6/2013
-53.16166667,-70.9025,TELEFONICA MOVILES CHILE S.A.,Otros,,Punta Arenas,XII,DECRETO NOTIFICADO,337,4/6/2013
-34.2641,-70.9483,TELEFONICA MOVILES CHILE S.A.,Otros,,Coinco,VI,DECRETO NOTIFICADO,337,4/6/2013
-33.6925,-71.2159,TELEFONICA MOVILES CHILE S.A.,Otros,,Melipilla,RM,DECRETO NOTIFICADO,337,4/6/2013
-43.1132,-73.5754,TELEFONICA MOVILES CHILE S.A.,Otros,,Quellón,X,DECRETO NOTIFICADO,337,4/6/2013
-33.0387,-71.6284,TELEFONICA MOVILES CHILE S.A.,Otros,,Valparaíso,V,DECRETO NOTIFICADO,337,4/6/2013
-36.3883,-72.2502,TELEFONICA MOVILES CHILE S.A.,Otros,,San Nicolás,VIII,DECRETO NOTIFICADO,337,4/6/2013
-33.2744,-70.7468,TELEFONICA MOVILES CHILE S.A.,Otros,,Colina,RM,DECRETO NOTIFICADO,337,4/6/2013
-33.6837,-71.2256,TELEFONICA MOVILES CHILE S.A.,Otros,,Melipilla,RM,DECRETO NOTIFICADO,337,4/6/2013
-36.2832,-72.5501,TELEFONICA MOVILES CHILE S.A.,Otros,,Quirihue,VIII,DECRETO NOTIFICADO,337,4/6/2013
-40.8002,-73.2249,TELEFONICA MOVILES CHILE S.A.,Otros,,Río Negro,X,DECRETO NOTIFICADO,337,4/6/2013
-33.43277778,-70.62861111,TELEFONICA MOVILES CHILE S.A.,Otros,,Providencia,RM,DECRETO NOTIFICADO,337,4/6/2013
